id,author,title,description,url,urlToImage,publishedAt,content,sources
40,Verge Staff,What else could Elon Musk buy for $43 billion?,"After Elon Musk, the world’s wealthiest man, offered to take Twitter private for roughly $43 billion, The Verge staff wondered what else he could buy with that kind of cash.",https://www.theverge.com/2022/4/14/23025330/elon-musk-twitter-offer-43-billion,https://cdn.vox-cdn.com/thumbor/bIKZRfIFBMCZY0KmkOwbBoitvBA=/0x0:2040x1068/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/15971132/elon_musk_tesla_3225.jpg,2022-04-14T17:59:39Z,"Photo by Sean O’Kane / The Verge

 

 This morning, Elon Musk, the current wealthiest man in the world, offered to buy Twitter outright for $43 billion and take the company private. That is quite a … [+8251 chars]",The Verge
41,Emme Hall,"Ford F-150 Lightning vs. Tesla, Chevy, GMC and Rivian: Electric Pickup Truck Specs Compared - Roadshow","Here's how Ford's new electric F-Series truck stacks up against the Tesla Cybertruck, Chevy Silverado EV, GMC Hummer EV and the Rivian R1T.",https://www.cnet.com/roadshow/news/ford-f150-lightning-spec-comparison-tesla-cybertruck-silverado-hummer-rivian/,https://www.cnet.com/a/img/resize/0bed793a8960648f75d891087c7b5f6dfffbb1f1/2021/05/19/300c7e4b-9516-4ebc-8482-e7e525074d3c/ogi1-2022-ford-f150-lightning-006.jpg?auto=webp&fit=crop&height=630&width=1200,2022-03-28T11:00:00Z,"Ford's 2023 F-150 Lightning might just have the goods to dramatically change America's EV landscape.
Ford
America's best-selling vehicle is about to be available as an EV, friends. Yep, the all-ele… [+10622 chars]",CNET
42,cdechalus@businessinsider.com (Camila DeChalus),Nancy Pelosi's husband just bought $2.2 million worth of Tesla stock,Paul Pelosi bought $2.2 million worth of Tesla stocks amid debates on Capitol Hill on whether lawmakers and their spouses should trade individual stocks.,https://www.businessinsider.com/nancy-pelosi-tesla-stock-congress-2022-3,https://i.insider.com/623b9f55ce16b60018edf657?width=1200&format=jpeg,2022-03-23T22:25:06Z,"Paul Pelosi, the husband of Democratic House Speaker Nancy Pelosi, purchased nearly $2.2 million worth of Tesla stock on March 17, according to a new congressional financial disclosure.
Pelosi's hus… [+3040 chars]",Business Insider
43,"stabahriti@insider.com (Sam Tabahriti,Zahra Tayeb)",Elon Musk says he finds it fascinating to read books about war to ensure civilization does 'not repeat the mistakes of the past',"Tesla and SpaceX CEO Elon Musk recently discussed his favorite reading material and how it helps him ""learn the lessons of history.""",https://www.businessinsider.com/elon-musk-war-history-books-ensure-civilization-2022-3,https://i.insider.com/611f758c0fbf9e0018e888bd?width=1200&format=jpeg,2022-03-27T12:47:59Z,"Elon Musk says he is fascinated by warfare and history books in general, adding the lesson taken from books is to ensure we don't repeat history. 
In an interview with Mathias Döpfner, the CEO of In… [+2333 chars]",Business Insider
44,tlevin@insider.com (Tim Levin),"Tesla to open its new car factory in Austin, Texas, with 'Cyber Rodeo' party",Tesla's second car factory in the US opens on Thursday. Elon Musk is marking the occasion with an invite-only party.,https://www.businessinsider.com/tesla-elon-musk-gigafactory-texas-cyber-rodeo-2022-4,https://i.insider.com/624f12771096d50018d1eddc?width=1200&format=jpeg,2022-04-07T17:19:31Z,"Tesla will mark the opening of its new car factory in Austin, Texas, with an event called ""Cyber Rodeo"" on Thursday. 
The plant, which Tesla calls Gigafactory Texas, should help the automaker keep p… [+1348 chars]",Business Insider
45,msmash,Musk Reveals Plan To Scale Tesla To 'Extreme Size',"Elon Musk signaled plans to scale Tesla to the ""extreme"" while teasing the release of Tesla's ""Master Plan Part 3"" on Twitter one day before opening the automaker's first European factory. From a report: On Monday, Musk revealed on Twitter the themes that wil…",https://tech.slashdot.org/story/22/03/21/1752210/musk-reveals-plan-to-scale-tesla-to-extreme-size,https://a.fsdn.com/sd/topics/transportation_64.png,2022-03-21T18:05:00Z,"An article of several paragraphs describing a tweet that lists a topic containing several sections.
But, no actual ""plans"". Just planning to have a plan.
Man, you can't even buy PR like that.",Slashdot.org
46,insider@insider.com (Isobel Asher Hamilton),Tesla's Berlin Gigafactory is finally shipping out cars after a 265-day delay,Tesla's Grünheide factory was supposed to open in July 2021 but was delayed by permitting issues and protests from local environmentalists.,https://www.businessinsider.com/tesla-germany-berlin-gigafactory-ships-cars-265-day-delay-2022-3,https://i.insider.com/62399756d199330018a371ad?width=1200&format=jpeg,2022-03-22T10:16:01Z,"Tesla's German Gigafactory started handing over cars to customers Tuesday after nearly nine months of delay.
The Berlin-Brandenburg factory, which is located in the town of Grünheide near Berlin, wa… [+1564 chars]",Business Insider
47,Sam Quirke,Tesla (NASDAQ: TSLA) Sets Off On A Fresh Rally,"They say you can’t keep a good stock down, and while the debate is still ongoing with regards to if Tesla (NASDAQ: TSLA) is a good stock or not, one...",https://www.marketbeat.com/originals/tesla-nasdaq-tsla-sets-off-on-a-fresh-rally/,https://assets.entrepreneur.com/providers/marketbeat/hero-image-marketbeat-422925.jpeg,2022-03-23T14:00:00Z,"They say you cant keep a good stock down, and while the debate is still ongoing with regards to if Tesla (NASDAQ: TSLA) is a good stock or not, one thing is for sure; it certainly cant be kept down l… [+4075 chars]",MarketBeat
48,,No current talks with Tesla about potential union vote -UAW president - Reuters.com,"United Auto Workers (UAW) President Ray Curry said on Tuesday he has had no discussions with Tesla <a href=""https://www.reuters.com/companies/TSLA.O"" target=""_blank"">(TSLA.O)</a> or its Chief Executive Elon Musk about a potential union vote by workers at the …",https://www.reuters.com/business/autos-transportation/no-current-talks-with-tesla-about-potential-union-vote-uaw-president-2022-03-29/,https://www.reuters.com/resizer/_68U9kUVFqnQIuyyvwpBtNqmWOU=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/4RO5A3GUZFODHBXYQZDA732INM.jpg,2022-03-29T20:52:00Z,March 29 (Reuters) - United Auto Workers (UAW) President Ray Curry said on Tuesday he has had no discussions with Tesla (TSLA.O) or its Chief Executive Elon Musk about a potential union vote by worke… [+1606 chars],Reuters
49,,"LG plans to build battery factory in Arizona to supply Tesla, others- sources - Reuters","South Korea's LG Energy Solution <a href=""https://www.reuters.com/companies/373220.KS"" target=""_blank"">(373220.KS)</a> plans to build a battery factory in Arizona to supply to Tesla <a href=""https://www.reuters.com/companies/TSLA.O"" target=""_blank"">(TSLA.O)</…",https://www.reuters.com/technology/lg-plans-build-battery-factory-arizona-supply-tesla-others-sources-2022-03-23/,https://www.reuters.com/resizer/o7T9PRr7OqRNqljSkbDMjUUTVXs=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/6JNU6OFK5FJZTJDFFEBY62EW6I.jpg,2022-03-23T19:59:00Z,"SAN FRANCISCO, March 23 (Reuters) - South Korea's LG Energy Solution (373220.KS) plans to build a battery factory in Arizona to supply to Tesla (TSLA.O) and other customers, two persons familiar with… [+2197 chars]",Reuters
50,,Breakingviews - Musk fully cashes in on Twitter hype - Reuters.com,"Twitter <a href=""https://www.reuters.com/companies/TWTR.N"" target=""_blank"">(TWTR.N)</a> hasn’t wasted time. After Tesla <a href=""https://www.reuters.com/companies/TSLA.O"" target=""_blank"">(TSLA.O)</a> Chief Executive Elon Musk disclosed a 9% stake in the rough…",https://www.reuters.com/breakingviews/musk-fully-cashes-twitter-hype-2022-04-05/,https://www.reuters.com/resizer/ovSeqrx8AKrAw-9l6uMAPRyAm_4=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/DAHKBTTSWJIVVPOUQ6F5WQ4RTA.jpg,2022-04-05T17:09:00Z,"NEW YORK, April 5 (Reuters Breakingviews) - Twitter (TWTR.N) hasnt wasted time. After Tesla (TSLA.O) Chief Executive Elon Musk disclosed a 9% stake in the roughly $41 billion social media company on … [+3742 chars]",Reuters
51,Eric Loveday,Watch It Live Right Here: Tesla Cyber Rodeo Event At Giga Texas - InsideEVs,"<ol><li>Watch It Live Right Here: Tesla Cyber Rodeo Event At Giga Texas  InsideEVs 
</li><li>Elon Musk celebrates opening of Tesla gigafactory at 'Cyber Rodeo' in Texas  Yahoo Finance
</li><li>Elon Musk’s talk at Tesla Giga Texas Cyber Rodeo: updates and de…",https://insideevs.com/news/578620/tesla-cyber-rodeo-livestream/,https://cdn.motor1.com/images/mgl/W81Vz6/s1/maxresdefault.jpg,2022-04-07T22:14:00Z,"The livestream of Tesla's much-anticipated Cyber Rodeo event to celebrate the opening of Giga Texas can be viewed live here starting at 10 PM Eastern on April 7, 2022.
This evening, Tesla is hosting… [+565 chars]",InsideEVs 
52,,Elon Musk invokes rapper Eminem in opposing SEC decree - Reuters.com,"Elon Musk on Tuesday likened himself to the rapper Eminem in seeking to throw out his 2018 agreement with the top U.S. securities regulator requiring the Tesla Inc <a href=""https://www.reuters.com/companies/TSLA.O"" target=""_blank"">(TSLA.O)</a> chief executive…",https://www.reuters.com/business/elon-musk-invokes-rapper-eminem-opposing-sec-decree-2022-03-29/,https://www.reuters.com/resizer/N8wuXRJ9eeOlFWpQse-IuiFs948=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/I6YV3AVSCNLPNIMBBYMRADNXKI.jpg,2022-03-29T14:12:00Z,"NEW YORK, March 29 (Reuters) - Elon Musk on Tuesday likened himself to the rapper Eminem in seeking to throw out his 2018 agreement with the top U.S. securities regulator requiring the Tesla Inc (TSL… [+2079 chars]",Reuters
53,,Musk says he has 'supposedly' tested positive for COVID again - Reuters.com,"Tesla Inc <a href=""https://www.reuters.com/companies/TSLA.O"" target=""_blank"">(TSLA.O)</a> Chief Executive Officer Elon Musk said on Monday that he had ""supposedly"" tested positive for COVID-19, with no major symptoms.",https://www.reuters.com/world/musk-says-he-has-supposedly-tested-positive-covid-again-2022-03-28/,https://www.reuters.com/resizer/d7nFLlGGhW60-dSPl3jorHY_pAU=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/GLKFLEAN6FPPZASXT2IE6QAC4A.jpg,2022-03-28T08:55:00Z,"March 28 (Reuters) - Tesla Inc (TSLA.O) Chief Executive Officer Elon Musk said on Monday that he had ""supposedly"" tested positive for COVID-19, with no major symptoms.
""I supposedly have it again (s… [+826 chars]",Reuters
54,Reuters Editorial,"Musk reveals 9.2% stake in Twitter, shares surge - Reuters.com","Tesla Chief Executive Officer Elon Musk has revealed a 9.2% stake in Twitter a regulatory filing showed on Monday (April 4), likely making him the biggest stakeholder in the micro-blogging site. Francis Maguire reports.",https://www.reuters.com/video/watch/idOV943204042022RP1,https://static.reuters.com/resources/r/?d=20220404&i=OV943204042022RP1&r=OV943204042022RP1&t=2,2022-04-04T13:59:15Z,"Posted 
Tesla Chief Executive Officer Elon Musk has revealed a 9.2% stake in Twitter a regulatory filing showed on Monday (April 4), likely making him the biggest stakeholder in the micro-blogging s… [+28 chars]",Reuters
55,Maria Merano,"Elon Musk excited for Tesla Giga Berlin’s first deliveries, Federal Minister shows pride in factory - Teslarati","<ol><li>Elon Musk excited for Tesla Giga Berlin’s first deliveries, Federal Minister shows pride in factory  Teslarati
</li><li>Elon Musk Takes a Trip That Doesn't Bode Well for Tesla's Rivals  TheStreet
</li><li>Elon Musk heads to Berlin gigafactory openin…",https://www.teslarati.com/tesla-giga-berlin-elon-musk-first-model-y-deliveries/,https://www.teslarati.com/wp-content/uploads/2022/03/tesla-giga-berlin-elon-musk-first-model-y-deliveries1-1024x470.jpg,2022-03-22T02:04:48Z,"It’s just a few hours away until Tesla Giga Berlin’s first Model Y delivery event, and Elon Musk seems excited to get the ball rolling. The Tesla CEO has been tweeting about Tesla Giga Berlin and the… [+2260 chars]",Teslarati
56,Reuters Editorial,BVTV: Musk at Twitter - Reuters.com,"Twitter’s market value has increased by $10 bln in less than two days, thanks to the presence of Tesla Chief Executive Elon Musk. Robert Cyran explains why investors are buying too much into the hype.",https://www.reuters.com/video/watch/idRCV00AX5X,https://static.reuters.com/resources/r/?d=20220405&i=RCV00AX5X&r=RCV00AX5X&t=2,2022-04-05T21:13:58Z,"Posted 
Twitters market value has increased by $10 bln in less than two days, thanks to the presence of Tesla Chief Executive Elon Musk. Robert Cyran explains why investors are buying too much into … [+8 chars]",Reuters
57,Reuters Editorial,Twitter to name top shareholder Musk to board - Reuters.com,"Twitter said on Tuesday (April 4) it would name top shareholder and Tesla boss Elon Musk to its board, a day after the billionaire disclosed a 9.2% stake in the social media company.",https://www.reuters.com/video/watch/idRCV00AX3Y,https://static.reuters.com/resources/r/?d=20220405&i=RCV00AX3Y&r=RCV00AX3Y&t=2,2022-04-05T15:42:34Z,"Posted 
Twitter said on Tuesday (April 4) it would name top shareholder and Tesla boss Elon Musk to its board, a day after the billionaire disclosed a 9.2% stake in the social media company.",Reuters
58,,Tesla to ask shareholders to vote on authorizing more shares - Reuters.com,"Tesla Inc <a href=""https://www.reuters.com/companies/TSLA.O"" target=""_blank"">(TSLA.O)</a> said on Monday it would ask shareholders to vote at its annual meeting to increase the number of additional shares in order to enable a stock split.",https://www.reuters.com/business/autos-transportation/tesla-ask-shareholders-vote-authorizing-more-shares-2022-03-28/,https://www.reuters.com/resizer/_68U9kUVFqnQIuyyvwpBtNqmWOU=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/4RO5A3GUZFODHBXYQZDA732INM.jpg,2022-03-28T10:28:00Z,"March 28 (Reuters) - Tesla Inc (TSLA.O) said on Monday it would ask shareholders to vote at its annual meeting to increase the number of additional shares in order to enable a stock split.
The Austi… [+783 chars]",Reuters
59,,Elon Musk giving 'serious thought' to build a new social media platform - Reuters,"Tesla Inc <a href=""https://www.reuters.com/companies/TSLA.O"" target=""_blank"">(TSLA.O)</a> Chief Executive Officer Elon Musk is giving ""serious thought"" to building a new social media platform, the billionaire said in a tweet on Saturday.",https://www.reuters.com/technology/elon-musk-giving-serious-thought-build-new-social-media-platform-2022-03-27/,https://www.reuters.com/resizer/gEJTe3YDnNaPupxk6huL2MeurZ4=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/W4FEET4DMFOY7A65E4ECZ4FL4U.jpg,2022-03-27T04:47:00Z,"March 27 (Reuters) - Tesla Inc (TSLA.O) Chief Executive Officer Elon Musk is giving ""serious thought"" to building a new social media platform, the billionaire said in a tweet on Saturday.
Musk was r… [+1530 chars]",Reuters
60,,Tesla hands over first Model Ys as German gigafactory finally goes live - Reuters.com,"Tesla will on Tuesday hand the first Model Y cars made at its 5 billion euro ($5.5 billion) Gruenheide plant to clients, launching its first European production hub with the biggest investment in a German car factory in recent history.",https://www.reuters.com/business/autos-transportation/tesla-hands-over-first-model-ys-german-gigafactory-finally-goes-live-2022-03-22/,https://www.reuters.com/resizer/NyrlgmZi_GiGjfYbsBgEMDdxaQg=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/AANLVH3ITRILVLVLCY5DXP466Y.jpg,2022-03-22T06:09:00Z,"BERLIN, March 22 (Reuters) - Tesla will on Tuesday hand the first Model Y cars made at its 5 billion euro ($5.5 billion) Gruenheide plant to clients, launching its first European production hub with … [+2562 chars]",Reuters
61,,Ark's Wood remains bullish on Tesla as U.S. recession fears rise - Reuters,Star stock picker Cathie Wood of Ark Invest remained bullish on top holding Tesla Inc on Tuesday despite growing fears of a U.S. recession and shutdowns of the car maker's Shanghai factory due to spiking coronavirus cases.,https://www.reuters.com/technology/arks-wood-remains-bullish-tesla-us-recession-fears-rise-2022-04-12/,https://www.reuters.com/resizer/wogSbbVYYKQNrwitTYPA-9D0JM8=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/U4QNQBCFYNPRLARIPCRHK3NIUU.jpg,2022-04-12T18:44:00Z,"NEW YORK, April 12 (Reuters) - Star stock picker Cathie Wood of Ark Invest remained bullish on top holding Tesla Inc on Tuesday despite growing fears of a U.S. recession and shutdowns of the car make… [+1492 chars]",Reuters
62,Shannon Bond,Elon Musk says he will not join the Twitter board after all,The social media company said the billionaire Tesla CEO changed his mind about accepting a board seat after becoming Twitter's biggest shareholder.,https://www.npr.org/2022/04/11/1091969075/elon-musk-will-not-join-twitter-board,https://media.npr.org/assets/img/2022/04/11/musk.getty_wide-2191cfdbbac9c68d27cc40c19699d5f6deda2614.jpg?s=1400,2022-04-11T05:39:04Z,"Tesla CEO Elon Musk speaks during the official opening of the new Tesla electric car manufacturing plant on March 22, 2022 near Gruenheide, Germany.
Pool/Getty Images
Elon Musk has decided not to j… [+2279 chars]",NPR
63,,Giga-casting and robots: How Volkswagen's Trinity aims to catch up with Tesla - Reuters.com,"As Tesla kicks off production at its new German plant this month, Volkswagen is weeks away from finalising plans for a 2 billion euro ($2.2 billion) electric vehicle (EV) factory that it hopes will bring it up to speed with its U.S. rival.",https://www.reuters.com/business/autos-transportation/giga-casting-robots-how-volkswagens-trinity-aims-catch-up-with-tesla-2022-03-31/,https://www.reuters.com/resizer/J9dEny4W5OIseGalLwIaoEwlmBg=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/IAJI3GLARZPGHLDYS6IZ42KYUY.jpg,2022-03-31T05:06:00Z,"BERLIN, March 31 (Reuters) - As Tesla kicks off production at its new German plant this month, Volkswagen is weeks away from finalising plans for a 2 billion euro ($2.2 billion) electric vehicle (EV)… [+5544 chars]",Reuters
64,htowey@insider.com (Hannah Towey),"Tesla delivered a record-breaking number of vehicles in the first quarter of 2022, despite supply chain issues and China's zero-COVID policy","""This was an *exceptionally* difficult quarter due to supply chain interruptions & China zero Covid policy,"" Tesla CEO Elon Musk tweeted Saturday.",https://www.businessinsider.com/tesla-delivered-record-breaking-vehicles-in-first-quarter-2022-4,https://i.insider.com/62489d5a82200b001943d52d?width=1200&format=jpeg,2022-04-02T19:23:23Z,"Tesla announced it delivered 310,048 vehicles in the first quarter of 2022, a record-breaking number that comes amid the global supply chain crisis and COVID-related factory closures.
The vast major… [+1385 chars]",Business Insider
65,insider@insider.com (Carla Mozée),"Elon Musk's Twitter moves drove the biggest 2-day push by retail traders into the social media platform on record, research firm says",The Tesla CEO made a splash this week with the announcement of a passive stake that quickly became more active after joining Twitter's board.,https://markets.businessinsider.com/news/stocks/elon-musk-twitter-stock-buying-retail-traders-board-tech-twtr-2022-4,https://i.insider.com/61dd62771025b20018bb1e03?width=1200&format=jpeg,2022-04-06T15:10:28Z,"This week's revelation that billionaire investor Elon Musk has become the largest shareholder in Twitter kicked off the largest buying spree of the company's stock by retail investors, according to t… [+2406 chars]",Business Insider
66,htowey@insider.com (Hannah Towey),"Elon Musk is optimistic on climate, says decarbonization will be achieved through nuclear then solar power","""We will solve the climate issue. It is just a question of when,"" Elon Musk said, adding that it's the ""fundamental goal of Tesla"" to do so.",https://www.businessinsider.com/elon-musk-confident-we-will-solve-climate-issue-2022-3,https://i.insider.com/62406bb3a2e45b0019509642?width=1200&format=jpeg,2022-03-27T14:16:46Z,"Elon Musk is optimistic about Earth's climate future.
""We will solve the climate issue. It is just a question of when,"" he said in a recent interview with Mathias Döpfner, the CEO of Insider's paren… [+1882 chars]",Business Insider
67,Entrepreneur Staff,"According to Elon Musk, man will reach Mars in the year 2029",The owner of Tesla and SpaceX made his prediction by replying to a tweet from an account dedicated to space exploration.,https://www.entrepreneur.com/article/422615,https://assets.entrepreneur.com/content/3x2/2000/1647625249-GettyImages-974732892.jpg,2022-03-18T18:23:00Z,"Telescopes capable of capturing the first light of the universe , huge rockets that are almost ready to take off , manned tests of vehicles to explore the lunar terrain there is no doubt: space explo… [+2290 chars]",Entrepreneur
68,insider@insider.com (Mathias Döpfner),Elon Musk discusses the war in Ukraine and the importance of nuclear power — and why Benjamin Franklin would be 'the most fun at dinner',Tesla CEO Elon Musk spoke with Axel Springer CEO Mathias Döpfner for an interview following the opening of the Gigafactory in Berlin.,https://www.businessinsider.com/elon-musk-interview-axel-springer-tesla-war-in-ukraine-2022-3,https://i.insider.com/623f43eaa2e45b00195090f8?width=1200&format=jpeg,2022-03-26T17:01:30Z,"Mathias Döpfner, the CEO of Insider's parent company, Axel Springer, recently met with Tesla CEO Elon Musk for an interview for Welt Am Sonntag.
The interview took place at Tesla's Gigafactory in Be… [+24332 chars]",Business Insider
69,gkay@insider.com (Grace Kay),Former Tesla board member tells Twitter to 'put on your track shoes now' and prepare to work with Elon Musk,Steve Westly warned Twitter that the company would have to learn to work at Elon Musk's pace after the Tesla CEO joined the board.,https://www.businessinsider.com/former-tesla-board-member-advice-twitter-elon-musk-2022-4,https://i.insider.com/624da0c60e1f410018b7a66d?width=1200&format=jpeg,2022-04-06T20:07:59Z,Former Tesla board member Steve Westly warned Twitter that it would have to learn to work at Elon Musk's pace after the social media company announced on Tuesday that the Tesla CEO had joined its boa… [+2709 chars],Business Insider
70,,Tesla plans to resume production at its Shanghai plant from April 4 - sources - Reuters.com,"Tesla <a href=""https://www.reuters.com/companies/TSLA.O"" target=""_blank"">(TSLA.O)</a> is aiming to resume production at its Shanghai factory from Monday, two sources familiar with the matter said, as it expects to see its first batch of workers released from …",https://www.reuters.com/business/autos-transportation/tesla-plans-resume-production-its-shanghai-plant-april-4-sources-2022-04-03/,https://www.reuters.com/resizer/RffNQodsFFwg8pmoYtkvGkHwURk=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/MWUDWROTDNIE3AUXVC2QVVS6YE.jpg,2022-04-03T03:16:00Z,"SHANGHAI, April 3 (Reuters) - Tesla (TSLA.O) is aiming to resume production at its Shanghai factory from Monday, two sources familiar with the matter said, as it expects to see its first batch of wor… [+1474 chars]",Reuters
71,ujamal@businessinsider.com (Urooba Jamal),"Tesla's Shanghai Gigafactory will shut down for 4 days after a surge in COVID-19 cases triggered a new wave of restrictions across the city, reports say","Tesla's Shanghai Gigafactory is vital to the electric car maker's output, producing half of all its vehicles last year.",https://www.businessinsider.com/teslas-crucial-shanghai-gigafactory-shut-due-covid-restrictions-2022-3,https://i.insider.com/62419555a2e45b001950a7fd?width=1200&format=jpeg,2022-03-28T12:04:39Z,"Tesla's Shanghai Gigafactory is to temporarily halt production after a surge in COVID-19 cases in the city prompted authorities to implement a new round of lockdowns, according to media reports.
The… [+1868 chars]",Business Insider
72,,Tesla suspends production at Shanghai factory for 4 days to comply with COVID curbs - sources - Reuters,"U.S. automaker Tesla <a href=""https://www.reuters.com/companies/TSLA.O"" target=""_blank"">(TSLA.O)</a> is suspending production at its Shanghai factory for four days after the city announced on Sunday night it would lock down in two stages to carry out mass tes…",https://www.reuters.com/business/autos-transportation/tesla-suspends-production-shanghai-factory-4-days-comply-with-covid-curbs-2022-03-28/,https://www.reuters.com/resizer/RffNQodsFFwg8pmoYtkvGkHwURk=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/MWUDWROTDNIE3AUXVC2QVVS6YE.jpg,2022-03-28T01:06:00Z,"SHANGHAI, March 28 (Reuters) - U.S. automaker Tesla (TSLA.O) is suspending production at its Shanghai factory for four days after the city announced on Sunday night it would lock down in two stages t… [+406 chars]",Reuters
73,,Tesla restarts production at Shanghai plant after two-day stoppage -sources - Reuters.com,"Tesla <a href=""https://www.reuters.com/companies/TSLA.O"" target=""_blank"">(TSLA.O)</a> resumed production at its Shanghai factory on Friday after a two day suspension, people familiar with the matter said, as movement controls imposed on its workers as part of…",https://www.reuters.com/business/autos-transportation/tesla-restarts-production-shanghai-plant-after-two-day-stoppage-sources-2022-03-18/,https://www.reuters.com/resizer/qVL7DC2O9JSd1_MGH4mWbnOwxao=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/DIXVOC5HEZOKRORICKM7BY7ZJY.jpg,2022-03-18T02:32:00Z,"SHANGHAI, March 18 (Reuters) - Tesla (TSLA.O) resumed production at its Shanghai factory on Friday after a two day suspension, people familiar with the matter said, as movement controls imposed on it… [+1190 chars]",Reuters
74,,"Tesla to halt Shanghai factory production amid COVID curbs, Bloomberg News reports - Reuters","Tesla Inc <a href=""https://www.reuters.com/companies/TSLA.O"" target=""_blank"">(TSLA.O)</a> is planning to suspend production at its Shanghai factory for at least one day, Bloomberg News reported on Sunday, as China's financial hub said it would go into a lockd…",https://www.reuters.com/business/autos-transportation/tesla-halt-shanghai-factory-production-amid-covid-curbs-bloomberg-news-reports-2022-03-27/,https://www.reuters.com/resizer/RffNQodsFFwg8pmoYtkvGkHwURk=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/MWUDWROTDNIE3AUXVC2QVVS6YE.jpg,2022-03-27T17:23:00Z,"March 27 (Reuters) - Tesla Inc (TSLA.O) is planning to suspend production at its Shanghai factory for at least one day, Bloomberg News reported on Sunday, as China's financial hub said it would go in… [+901 chars]",Reuters
75,,Toyota joins Tesla in developing self-driving tech with low-cost cameras - Reuters,"Toyota Motor <a href=""https://www.reuters.com/companies/7203.T"" target=""_blank"">(7203.T)</a> unit Woven Planet has joined Tesla Inc <a href=""https://www.reuters.com/companies/TSLA.O"" target=""_blank"">(TSLA.O)</a> in trying to advance self-driving technology wi…",https://www.reuters.com/business/autos-transportation/toyota-joins-tesla-developing-self-driving-tech-with-low-cost-cameras-2022-04-06/,https://www.reuters.com/resizer/xnSh_1lORTCX6FrM9KELYDeIkGU=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/TI6RBKDJHJKURPOXDXF6BOIVXA.jpg,2022-04-06T15:13:00Z,"San Francisco, April 6 (Reuters) - Toyota Motor (7203.T) unit Woven Planet has joined Tesla Inc (TSLA.O) in trying to advance self-driving technology without expensive sensors such as lidars.
Woven … [+2468 chars]",Reuters
76,,"Tesla, GM, Ford supplier beats display patent claims in Delaware trial - Reuters",A Delaware jury on Wednesday rejected claims that technology made by Aptiv PLC for connecting Apple iPhones to automobile entertainment systems violates patents owned by Microchip Technology Inc.,https://www.reuters.com/legal/transactional/tesla-gm-ford-supplier-beats-display-patent-claims-delaware-trial-2022-04-13/,https://www.reuters.com/resizer/30lZXbV-qhJFt5-jt8upUhYf9bc=/728x381/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/BJ6YNRNOVBKTHP7LVRQ3MYDYPM.jpg,2022-04-13T21:59:00Z,"<ul><li>
Summary</li><li>
Law firms</li><li>
Related documents</li></ul>
The company and law firm names shown above are generated automatically based on the text of the article. We are improving … [+1864 chars]",Reuters
77,,Build or buy? Automakers chasing Tesla rethink dependence on suppliers - Reuters.com,"Automakers racing to develop battery-powered, software-driven vehicles to compete with Tesla Inc <a href=""https://www.reuters.com/companies/TSLA.O"" target=""_blank"">(TSLA.O)</a> are confronting a new challenge: what technology to build themselves, and what to …",https://www.reuters.com/business/autos-transportation/build-or-buy-automakers-chasing-tesla-rethink-dependence-suppliers-2022-03-31/,https://www.reuters.com/resizer/yfoOUP6R8WJHETi5at0NmA1X3VA=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/E6CBNWRBL5IMVAAQV52J5WHCFY.jpg,2022-03-31T10:09:00Z,"March 31 (Reuters) - Automakers racing to develop battery-powered, software-driven vehicles to compete with Tesla Inc (TSLA.O) are confronting a new challenge: what technology to build themselves, an… [+6235 chars]",Reuters
